ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,iteration
23.53,17.78,35.19936,-0.93,-0.03,-0.02,-0.23,-6.49,-2.77,36.13,85.14,-70.30,1
23.53,17.78,35.19936,-0.93,-0.03,-0.02,-0.23,-6.49,-2.77,36.13,85.14,-70.30,2
23.53,17.78,35.19936,-0.93,-0.03,-0.02,-0.23,-6.49,-2.77,36.13,85.14,-70.30,3
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,4
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,5
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,6
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,7
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,8
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,9
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,10
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,11
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,12
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,13
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,14
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,15
23.53,17.78,35.19936,-0.88,0.00,-0.02,-0.65,-5.77,-2.44,36.13,85.44,-70.30,16
23.53,17.78,35.19936,-0.87,-0.04,-0.05,4.98,-12.48,-10.05,36.73,86.49,-70.90,17
23.56,21.88,35.19936,-0.87,-0.04,-0.05,4.98,-12.48,-10.05,36.73,86.49,-70.90,18
23.56,21.88,35.19936,-0.87,-0.04,-0.05,4.98,-12.48,-10.05,36.73,86.49,-70.90,19
23.56,21.88,35.19936,-0.87,-0.04,-0.05,4.98,-12.48,-10.05,36.73,86.49,-70.90,20
23.56,21.88,35.19936,-0.87,-0.04,-0.05,4.98,-12.48,-10.05,36.73,86.49,-70.90,21
23.56,21.88,35.19936,-0.87,-0.04,-0.05,4.98,-12.48,-10.05,36.73,86.49,-70.90,22
23.56,21.88,35.19936,-0.87,-0.04,-0.05,4.98,-12.48,-10.05,36.73,86.49,-70.90,23
23.56,21.88,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,24
23.56,21.88,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,25
23.56,21.88,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,26
23.56,21.88,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,27
23.53,17.94,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,28
23.53,17.94,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,29
23.53,17.94,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,30
23.53,17.94,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,31
23.53,17.94,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,32
23.53,17.94,35.19936,-1.67,-0.26,0.14,-69.87,7.11,2.72,30.88,62.06,-85.44,33
23.53,17.94,35.19936,-0.60,-0.01,-0.03,-62.90,-23.86,-2.67,-0.90,62.96,-154.25,34
23.53,17.94,35.19936,-0.60,-0.01,-0.03,-62.90,-23.86,-2.67,-0.90,62.96,-154.25,35
23.53,17.91,35.19936,-0.60,-0.01,-0.03,-62.90,-23.86,-2.67,-0.90,62.96,-154.25,36
23.53,17.91,35.19936,-0.60,-0.01,-0.03,-62.90,-23.86,-2.67,-0.90,62.96,-154.25,37
23.53,17.91,35.19936,-0.85,0.03,-0.01,-59.53,-8.43,-5.27,34.78,84.99,-125.02,38
23.53,17.91,35.19936,-0.85,0.03,-0.01,-59.53,-8.43,-5.27,34.78,84.99,-125.02,39
23.53,17.84,35.19936,-0.85,0.03,-0.01,-59.53,-8.43,-5.27,34.78,84.99,-125.02,40
23.53,17.84,35.19936,-0.85,0.03,-0.01,-59.53,-8.43,-5.27,34.78,84.99,-125.02,41
23.53,17.84,35.19936,-0.85,0.03,-0.01,-59.53,-8.43,-5.27,34.78,84.99,-125.02,42
23.53,17.84,35.19936,-0.85,0.03,-0.01,-59.53,-8.43,-5.27,34.78,84.99,-125.02,43
23.53,17.84,35.19936,-0.85,0.03,-0.01,-59.53,-8.43,-5.27,34.78,84.99,-125.02,44
23.53,17.84,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,45
23.53,17.84,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,46
23.53,17.84,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,47
23.53,17.84,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,48
23.53,17.84,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,49
23.53,17.94,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,50
23.53,17.94,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,51
23.53,17.94,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,52
23.53,17.94,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,53
23.53,17.94,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,54
23.53,17.94,35.19936,-0.82,-0.18,0.00,4.89,-26.68,-9.81,22.79,102.38,-62.81,55
23.53,17.94,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,56
23.53,17.94,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,57
23.53,17.94,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,58
23.53,17.94,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,59
23.53,17.91,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,60
23.53,17.91,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,61
23.53,17.91,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,62
23.53,17.91,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,63
23.53,17.91,35.19936,-1.28,0.02,0.17,-70.55,-19.88,1.22,27.28,100.28,-35.08,64
23.53,17.91,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,65
23.53,17.91,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,66
23.53,17.91,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,67
23.53,17.91,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,68
23.53,17.91,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,69
23.53,17.66,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,70
23.53,17.66,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,71
23.53,17.66,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,72
23.53,17.66,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,73
23.53,17.66,35.19936,-1.23,0.07,0.09,-61.27,-16.89,0.72,-19.64,103.58,-135.96,74
23.53,17.66,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,75
23.53,17.66,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,76
23.53,17.66,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,77
23.53,17.66,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,78
23.53,17.66,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,79
23.53,17.66,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,80
23.56,16.25,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,81
23.56,16.25,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,82
23.56,16.25,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,83
23.56,16.25,35.19936,-0.91,0.14,-0.00,-44.92,-19.69,1.36,59.06,90.99,-62.81,84
23.56,16.25,35.19936,-0.98,-0.08,-0.08,-22.82,-10.17,-6.82,41.37,84.10,-69.55,85
23.56,16.25,35.19936,-0.98,-0.08,-0.08,-22.82,-10.17,-6.82,41.37,84.10,-69.55,86
23.56,16.25,35.19936,-0.98,-0.08,-0.08,-22.82,-10.17,-6.82,41.37,84.10,-69.55,87
23.56,16.25,35.19936,-0.98,-0.08,-0.08,-22.82,-10.17,-6.82,41.37,84.10,-69.55,88
23.56,18.56,35.19936,-0.98,-0.08,-0.08,-22.82,-10.17,-6.82,41.37,84.10,-69.55,89
23.56,18.56,35.19936,-0.98,-0.08,-0.08,-22.82,-10.17,-6.82,41.37,84.10,-69.55,90
23.56,18.56,35.19936,-0.98,-0.08,-0.08,-22.82,-10.17,-6.82,41.37,84.10,-69.55,91
